step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
130,PAYMENT,401.31919221985817,C8609414,21591.565472623668,21190.24628040381,C3221476,1654.452884061942,2055.7720762818003,0
687,CASH_IN,7775.016808287033,C9489659,6683.841500169563,0.0,C9163873,41321.011562097665,49096.028370384694,0
84,TRANSFER,31277.575695025786,C7166034,30179.799885985143,0.0,C8739028,9089.063180779553,40366.638875805336,0
22,PAYMENT,459.88600648801776,C8458945,415.63017523030896,0.0,C9206294,1012.8409069126542,1472.726913400672,0
459,CASH_IN,55343.45433877513,C2479056,38631.92461444041,0.0,C6871112,998242.3211349437,1053585.775473719,0
539,DEBIT,177.98168301063004,C5678273,210783.41570848518,210605.43402547453,C1999914,223620.06310911875,223798.0447921294,0
707,PAYMENT,2463.3318335536237,C2491380,5890.195761761998,3426.8639282083745,C4035029,1074048.0256463566,1076511.3574799104,0
382,DEBIT,347.00052450343725,C4826800,90594.73367451849,90247.73315001505,C4853708,4081.4572882361686,4428.457812739606,0
440,CASH_OUT,11988.292577526472,C5951689,7665.531482469998,0.0,C7472728,1524.8142096462025,13513.106787172674,0
604,CASH_OUT,432.3396171368551,C1972330,3509.0886443867957,3076.749027249941,C6718475,40659.92840374222,41092.26802087908,0
21,CASH_OUT,867.2974121499972,C8236825,12355.106333060632,11487.808920910635,C6622316,74314.11769432321,75181.41510647321,0
303,CASH_OUT,513.9208024336568,C8823417,186913.15884511193,186399.23804267828,C1994478,12009.51449415909,12523.435296592746,0
84,TRANSFER,269.3813777716852,C4409017,159172.36718273722,158902.98580496554,C9967509,120.60483827077466,389.9862160424599,0
659,CASH_OUT,642.9518034664474,C6448788,379.07025072982947,0.0,C7918716,1138.8688974559775,1781.8207009224247,0
453,TRANSFER,2722.5839305672657,C8002467,1035.4903487245904,0.0,C1787725,18863.974881298567,21586.558811865834,0
387,TRANSFER,2439.5484360392547,C8222792,6807.65536515096,4368.1069291117055,C9202951,2163.8695846931823,4603.418020732437,0
507,CASH_IN,1933.435480482503,C7350784,1970.0900365031093,36.65455602060638,C1390978,528.4665510437965,2461.9020315262997,0
257,TRANSFER,785.9661919606898,C9594313,17408.644009959487,16622.677817998796,C9908363,4840.090608815227,5626.056800775917,0
570,TRANSFER,1462.5450538368677,C9115025,6142.38980431087,4679.8447504740025,C4760597,12.264675718538015,1474.8097295554057,0
527,CASH_OUT,125.06432895340187,C5504300,3271.9900142970114,3146.9256853436095,C6297039,2424.5199493476875,2549.5842783010894,0
162,TRANSFER,736.5863389624151,C7031304,422864.3632070513,422127.77686808887,C6002054,3456.2982091853983,4192.884548147813,0
163,DEBIT,1913.0931487146038,C5550774,38770.39339516763,36857.30024645303,C7839057,15075.012646981831,16988.105795696436,0
524,CASH_OUT,5370.701857967118,C9237058,33852.105498356475,28481.40364038936,C1474134,24227.467807744422,29598.16966571154,0
271,PAYMENT,4207.085961710367,C2596744,1612.5559857690198,0.0,C9243429,17247.450799777434,21454.5367614878,0
492,CASH_OUT,255.7090762191429,C1521321,7522.292710526055,7266.583634306912,C9427649,48751.81302155464,49007.522097773784,0
208,TRANSFER,7013.376487150476,C9860901,6160.693823681894,0.0,C5221554,5790.89234925425,12804.268836404726,0
539,DEBIT,3806.6334278100253,C4542954,9775.730634130385,5969.097206320359,C3367653,440.90255657103415,4247.535984381059,0
584,CASH_OUT,53121.33790831588,C8282771,3359.2014778136863,0.0,C4189417,8851.914355329232,61973.25226364511,0
60,DEBIT,150.08444779120285,C3019590,51281.33661414588,51131.25216635468,C8842366,1406.695796079118,1556.7802438703209,0
430,PAYMENT,2268.890402297655,C7411459,116104.06680623426,113835.17640393661,C6035280,537.1223409850048,2806.01274328266,0
657,PAYMENT,23449.69507640214,C9232636,37454.50698734233,14004.811910940189,C8798737,25797.502328987444,49247.19740538958,0
605,CASH_IN,1647.720762609503,C2998235,6633.991827136912,4986.271064527409,C7183610,480.21521578795625,2127.935978397459,0
309,CASH_IN,479.6651995710163,C6380301,3619.850528759473,3140.1853291884568,C3623745,31584.41419870179,32064.079398272806,0
520,CASH_OUT,582.8197883407042,C8664417,70608.83370516387,70026.01391682317,C9183650,611.3578939027572,1194.1776822434613,0
591,CASH_IN,14322.418395269515,C4552104,15484.673038881017,1162.2546436115026,C6221710,4531.954468420328,18854.372863689845,0
27,DEBIT,134.80428007582714,C8290818,24660.098907431293,24525.294627355466,C3720875,2622.686720465085,2757.491000540912,0
686,CASH_IN,1530.78997655554,C7881667,14940.257321022686,13409.467344467146,C9834931,78730.82176036926,80261.6117369248,0
562,DEBIT,516.9059799353189,C8969661,1833.690308833251,1316.784328897932,C2148524,26600.178824532482,27117.084804467802,0
199,CASH_IN,600.7197698136243,C1989950,184753.69061445817,184152.97084464456,C3964705,1558.548306793405,2159.2680766070293,0
387,CASH_IN,7209.837700310424,C1671118,1096389.2539470354,1089179.416246725,C9967310,5912.415281236796,13122.252981547219,0
349,CASH_IN,1352.100308163077,C8866323,3414.7014198070224,2062.6011116439454,C3559121,115707.99985909867,117060.10016726174,0
693,TRANSFER,4750.799299878139,C2729543,7490.118262218952,2739.3189623408125,C4773516,160498.39292564802,165249.19222552615,0
536,TRANSFER,248.63490316629657,C8168449,3784.8542015135813,3536.2192983472846,C5076111,524.4662753411317,773.1011785074282,0
378,CASH_IN,15674.605236797795,C8906139,2152.1843470123854,0.0,C4545747,112689.71979489288,128364.32503169068,0
558,DEBIT,4561.231958161426,C5129069,26704.228127142655,22142.99616898123,C7777625,96692.9581013046,101254.19005946603,0
527,CASH_OUT,35454.871284389046,C1107376,2544.878003473766,0.0,C2970296,11582.21944714415,47037.0907315332,0
153,PAYMENT,1320.9403764559777,C6875945,1199.4337835590297,0.0,C9765776,6757.983693013009,8078.924069468986,0
734,TRANSFER,7325.563228331517,C1171550,19780.54748239946,12454.984254067942,C8321361,2694.9332014750653,10020.496429806582,0
206,CASH_IN,14282.550590281073,C1345896,1409.033533170029,0.0,C8390443,660.6289190015577,14943.17950928263,0
455,PAYMENT,7043.004047362565,C1860210,2363.7007195716224,0.0,C8136290,15960.723337552085,23003.72738491465,0
273,TRANSFER,88927.64863986534,C1129682,2095.3220993212035,0.0,C4464203,5766.880560470966,94694.5292003363,0
236,CASH_OUT,107.07862716323251,C2711432,20435.726393215584,20328.647766052352,C2330552,19338.263375958297,19445.34200312153,0
740,DEBIT,4227.22841308331,C6108773,9398.67714211957,5171.4487290362595,C6553902,20284.68486925442,24511.91328233773,0
521,CASH_IN,1323.83904335851,C7319813,192.9268300277811,0.0,C3197872,1246441.921640252,1247765.7606836106,0
678,CASH_OUT,1146.6733500562943,C7636998,14349.842375030046,13203.169024973751,C9676480,88731.24390127338,89877.91725132968,0
726,TRANSFER,59104.89464315869,C3083761,1555.6733134179494,0.0,C2577240,24193.355234148934,83298.24987730762,0
501,CASH_IN,862.2762810874929,C1144512,175486.69883191297,174624.4225508255,C3339064,112.8519330895955,975.1282141770884,0
117,PAYMENT,16410.112260403243,C3749493,128.96996480866858,0.0,C6326606,17758.487218416765,34168.599478820004,0
386,DEBIT,362.0681644220197,C4520597,17188.123744503788,16826.055580081767,C6804388,191862.6629603816,192224.73112480363,0
344,TRANSFER,22903.084530020322,C4698387,38424.67747895183,15521.59294893151,C6308902,3449.8265002111943,26352.911030231517,0
584,DEBIT,2850.0634712578903,C4034380,725.2353546180854,0.0,C5523692,647816.0155650929,650666.0790363508,0
395,CASH_IN,1693.3751874340066,C7429716,4640.926812898123,2947.551625464116,C1357751,24046.116626591767,25739.491814025772,0
64,CASH_OUT,137.89477628372126,C7088892,9805.195160846417,9667.300384562695,C2586220,14604.864807903046,14742.759584186768,0
717,DEBIT,1700.4272437161599,C5397768,5998.601361354659,4298.174117638499,C5634034,1117.0654056410522,2817.492649357212,0
721,PAYMENT,754.8301331493869,C9430111,21472.990670775624,20718.160537626238,C1561062,163963.7485377388,164718.5786708882,0
72,TRANSFER,98255.36278170404,C6987251,11108.397081492789,0.0,C8754259,1538.7832762865226,99794.14605799057,0
274,PAYMENT,3305.4618039490742,C1950364,39057.533177903155,35752.07137395408,C9116980,2620.8467047112376,5926.308508660311,0
320,DEBIT,904.1607686091506,C8014767,15671.202853567482,14767.042084958332,C3134222,188.26414257749954,1092.4249111866502,0
338,CASH_OUT,830.731470768271,C1155582,10082.433292110867,9251.701821342596,C1943891,48645.164557993776,49475.89602876205,0
366,CASH_OUT,196.41107023567483,C3199989,4662.640748201299,4466.229677965624,C3900905,26247.612662572883,26444.023732808557,0
495,PAYMENT,62602.36032888762,C7454650,13288.803157133121,0.0,C3352974,8270.119643693002,70872.47997258062,0
607,CASH_IN,36774.44417076964,C8268277,267430.3223650438,230655.87819427415,C4479647,35613.84882291711,72388.29299368674,0
166,CASH_IN,2607.5380535824333,C6065945,6818.225974169654,4210.687920587221,C5949999,29495.119367357056,32102.65742093949,0
544,CASH_OUT,232976.0175059668,C6699424,634.7012378607362,0.0,C9151922,3900.9154968901703,236876.93300285697,0
11,PAYMENT,2903.8687845385566,C7291170,72526.83555268685,69622.9667681483,C5984372,1686.3566450120181,4590.2254295505745,0
301,PAYMENT,26711.94858442316,C9723155,514697.2971958707,487985.34861144755,C5663805,262.2912348940405,26974.2398193172,0
729,PAYMENT,9249.480922113426,C5675437,25721.322079757072,16471.84115764365,C9982295,5679.66378394197,14929.144706055395,0
102,DEBIT,944.8291365491563,C7264989,412453.3817252756,411508.55258872645,C8184444,592.115310673345,1536.9444472225014,0
425,CASH_IN,4292.9011216256595,C8881837,10785.381661273072,6492.480539647412,C1169088,11218.687555699511,15511.58867732517,0
392,CASH_IN,6282.027480123839,C6844534,2951906.687602673,2945624.660122549,C2468504,5879.1369864929775,12161.164466616818,0
214,DEBIT,219.5248090124158,C4418461,429.7014465296801,210.17663751726428,C1245829,3626.1922653422776,3845.7170743546935,0
691,TRANSFER,5302.59225046081,C3748780,5994.956107455183,692.3638569943732,C7361772,65711.70314675615,71014.29539721695,0
88,DEBIT,29198.98025015256,C6826712,26856.363354624118,0.0,C8166344,1126.9516323784803,30325.93188253104,0
553,PAYMENT,747.6535988641041,C5723219,1755.6008608162197,1007.9472619521156,C8121519,201.14681356795393,948.800412432058,0
401,DEBIT,1956.9782781761166,C3485190,86300.37034800222,84343.3920698261,C6062016,5162.694467894572,7119.672746070689,0
588,PAYMENT,324.01598093430994,C4404851,24196.21583825629,23872.19985732198,C2873047,1844.7767252365888,2168.792706170899,0
46,CASH_OUT,1135.0185970775563,C9762198,5265.274726427098,4130.256129349542,C4392742,10333.417319297356,11468.435916374912,0
672,PAYMENT,1325.5638542352406,C5129236,19139.9144458852,17814.35059164996,C1412113,1303.49956414689,2629.0634183821303,0
463,CASH_IN,70005.21157889308,C3819392,12065.32384894494,0.0,C4531773,18789.548130992913,88794.759709886,0
592,DEBIT,1580.6955674373623,C7027859,29715.421770884903,28134.72620344754,C1709542,1157.7557213990635,2738.451288836426,0
310,PAYMENT,1032.1068690757784,C2503598,5085.073032245538,4052.96616316976,C9375400,1132.9672470893836,2165.074116165162,0
86,TRANSFER,2470.280237860155,C2120210,97.38725471086869,0.0,C8951707,27802.178383861545,30272.4586217217,0
92,CASH_OUT,97.96672867660304,C5173637,45606.56754372718,45508.60081505057,C1324915,7384.1862573597045,7482.152986036308,0
660,TRANSFER,26.644221645364105,C9752863,7113.215671795754,7086.57145015039,C9199425,754.3567391093828,781.000960754747,0
673,TRANSFER,187.87362401617355,C3091901,1683.17529521178,1495.3016711956063,C9181092,1207.573999886885,1395.4476239030587,0
714,TRANSFER,5699.911362062073,C9484250,3829.4326860346127,0.0,C1984227,3844.3930521931356,9544.304414255208,0
242,CASH_OUT,2965.0411454367722,C3018577,5468.770468034866,2503.729322598094,C4544367,823.922452192954,3788.9635976297263,0
2,CASH_OUT,16953.172149963597,C5637260,413.9000809203879,0.0,C3169687,4555.680011604957,21508.852161568553,0
225,CASH_OUT,142.48802132400834,C6738283,1371.3145937199736,1228.8265723959653,C9962896,4887.874468777208,5030.362490101216,0
589,CASH_OUT,1982.0235719701318,C6727537,6438.917906193901,4456.894334223769,C3483805,1294.4875844472533,3276.511156417385,0
116,TRANSFER,123.51417113758562,C8929947,5764.805066744901,5641.290895607315,C8894087,29734.898531214472,29858.41270235206,0
666,CASH_IN,5088.004649092515,C5975885,1252.4559689702703,0.0,C9855465,1052.8279426894137,6140.832591781929,0
103,CASH_IN,189.4647643131866,C8681144,616.1360437253287,426.6712794121421,C7610889,97864.24350515529,98053.70826946848,0
194,CASH_OUT,1832.1829542135745,C3209738,1471.3783837692908,0.0,C6039951,5234.526466845374,7066.7094210589485,0
166,DEBIT,4504.3270452167735,C3182193,14668.388843051667,10164.061797834893,C2124605,2166.09889735459,6670.4259425713635,0
90,PAYMENT,1363.2156457030258,C8419770,2224.248179882311,861.0325341792852,C5439228,23830.72245461776,25193.938100320785,0
686,DEBIT,32.33335598793945,C9377835,46354.88300907806,46322.54965309012,C7738721,8681.00440892792,8713.33776491586,0
122,DEBIT,82839.93159074095,C2875728,82804.54421403786,0.0,C3811017,37041.17436044546,119881.10595118642,0
143,DEBIT,1102.4036970753307,C2582459,265059.21165677416,263956.80795969884,C2574567,148.0997748443818,1250.5034719197124,0
106,CASH_IN,119.22177393066453,C1085623,28256.448108459277,28137.226334528612,C3403635,22781.472083818877,22900.693857749542,0
428,PAYMENT,13662.252288919366,C1128660,18860.391833307243,5198.139544387877,C9965480,2868.2171540682807,16530.469442987647,0
305,DEBIT,14722.606793343792,C7059296,127357.72462743084,112635.11783408705,C5653714,8735.658117487057,23458.264910830847,0
317,CASH_OUT,1628.864130771279,C1277957,708.787004151291,0.0,C7026457,6793.0816502958305,8421.94578106711,0
635,CASH_IN,64376.0179798022,C2083575,28357.87067249866,0.0,C3520590,119758.46207373122,184134.48005353342,0
9,CASH_OUT,677.6345460025185,C3155267,54093.611326248414,53415.976780245895,C7632670,196.1750291219803,873.8095751244988,0
73,CASH_OUT,4235.671595094418,C4842252,7937.032865875608,3701.36127078119,C6606765,204472.55572289377,208708.22731798817,0
359,DEBIT,8280.041660656065,C7763320,41992.16192633375,33712.12026567769,C8654076,33285.8678129203,41565.909473576365,0
223,CASH_OUT,61574.08955411857,C2401053,4155.493416850364,0.0,C6398929,10984.856423315725,72558.9459774343,0
416,PAYMENT,61.15314227994921,C4876007,8768.590639208418,8707.437496928469,C7814428,460.7935582738644,521.9467005538136,0
553,CASH_OUT,291737.92334643594,C5476147,16865.470761762077,0.0,C3956634,285.9635589435068,292023.8869053795,0
370,DEBIT,31186.650063568097,C2512503,15893.339714074144,0.0,C5954495,2638.871361200681,33825.521424768776,0
716,CASH_OUT,7324.000610042791,C6850686,503.0790118505331,0.0,C3232092,28859.83307104386,36183.83368108665,0
264,CASH_IN,602.2637636750499,C5646772,2900.4406071437047,2298.1768434686546,C5824405,8006.386128425658,8608.649892100708,0
690,CASH_IN,509.1091851247641,C9206460,8819.090685495996,8309.981500371232,C7627670,25757.4778851846,26266.587070309364,0
318,CASH_IN,5301.063060612281,C1065625,17752.295754859297,12451.232694247015,C2640186,434.1053405832355,5735.168401195517,0
84,TRANSFER,8003.226044162118,C6992337,31147.786418476917,23144.5603743148,C5180823,8855.54722047446,16858.773264636577,0
318,CASH_IN,6184.095294388943,C7574390,8508.655532421051,2324.560238032108,C7557348,72458.028096808,78642.12339119695,0
111,CASH_IN,4103.130475300268,C1398706,74316.64109685451,70213.51062155425,C5687162,147823.39166421103,151926.5221395113,0
251,TRANSFER,7072.190403767737,C4001978,4514.203877145512,0.0,C8461503,659.8849769638424,7732.07538073158,0
383,CASH_IN,37.665886330901984,C1098163,44967.32475088003,44929.65886454913,C8247034,4008.4313271022174,4046.0972134331196,0
7,DEBIT,1750.7353386739933,C1693106,6003.169954303625,4252.4346156296315,C3723540,4098.621141283353,5849.356479957346,0
459,CASH_IN,187.45454824972512,C8901944,1294.5112203478461,1107.056672098121,C6404074,2315.24429482684,2502.698843076565,0
84,CASH_IN,2748.8082316083046,C5872287,1524230.3606144988,1521481.5523828906,C6980851,49788.53410939453,52537.34234100283,0
208,TRANSFER,40657.20697181411,C5441602,21991.1827331994,0.0,C5513975,2528029.6295246296,2568686.8364964435,0
390,DEBIT,484.26206589894076,C6651359,204.01108845464628,0.0,C7284467,873.5547629727401,1357.8168288716809,0
314,CASH_OUT,721.5638424724012,C6529473,49368.13761366871,48646.57377119631,C1446799,18949.562965223602,19671.126807696004,0
22,PAYMENT,545.0984047374778,C7157002,11260.857298518673,10715.758893781194,C5009140,14633.445131514116,15178.543536251595,0
410,DEBIT,712.0768129513175,C5375953,45892.78920421607,45180.71239126475,C2267128,15274.914104268464,15986.990917219782,0
515,CASH_OUT,9028.173914781577,C4290338,23953.627007297408,14925.45309251583,C6038052,116540.53977119768,125568.71368597927,0
127,DEBIT,14391.519104810597,C8301477,1759.5197437907004,0.0,C6062093,17095.763246427465,31487.282351238064,0
700,CASH_OUT,56297.27211298606,C6750588,51031.904973453755,0.0,C6403539,113.00182261620324,56410.273935602265,0
14,CASH_OUT,399.3112535513219,C5390622,2152.7198020013534,1753.4085484500315,C5620910,457.7626520377786,857.0739055891005,0
12,DEBIT,11706.260244487908,C1245571,1612.1854790478385,0.0,C7221062,959.2179322123027,12665.478176700211,0
87,TRANSFER,16329.660335053413,C3400705,4146.890131560791,0.0,C6162793,1813.2350702612223,18142.895405314637,0
524,DEBIT,81356.23042370229,C3636620,1016.301979181729,0.0,C8364846,6129.303204555848,87485.53362825814,0
537,DEBIT,463.6009362220405,C1405593,22075.443009839717,21611.842073617678,C3092801,5274.209205215617,5737.810141437657,0
301,CASH_OUT,54.208637014249256,C2627867,525053.1663377167,524998.9577007025,C8804629,211.2842845820067,265.49292159625594,0
243,PAYMENT,1711.676309989101,C1183172,890.7801892011524,0.0,C7052397,324.6005904230052,2036.276900412106,0
122,CASH_OUT,820258.5717011609,C9146783,126716.98860908444,0.0,C1940787,116.98391350125337,820375.5556146621,0
147,CASH_IN,333.44383243779464,C6095373,2446.802302801346,2113.358470363551,C2123877,362.11902871655974,695.5628611543543,0
567,DEBIT,7893.933992234406,C7155434,2471.7652080224716,0.0,C5551262,58825.370252922985,66719.30424515739,0
356,DEBIT,35.40817787399717,C5408585,826.333852876364,790.9256750023668,C6032320,4717.779834385024,4753.188012259021,0
685,TRANSFER,112384.33471198654,C4719671,16089.57871694174,0.0,C2860748,1205.4305913120247,113589.76530329855,0
733,CASH_OUT,69.6575382211361,C8044229,573.9812647953097,504.32372657417363,C1864827,175.01093951053784,244.66847773167393,0
631,TRANSFER,24.971640669847226,C5576187,3140.009767156915,3115.038126487068,C3270143,1068.8642622229709,1093.835902892818,0
309,DEBIT,3632.724433023841,C1625689,74436.71337172555,70803.9889387017,C4429827,27292.448244294494,30925.172677318333,0
695,CASH_OUT,3777.2030930539427,C6354772,184848.1776895477,181070.97459649376,C3263326,20980.066209413202,24757.269302467146,0
288,CASH_OUT,50948.923010645834,C6195875,1211.525551693926,0.0,C2404918,4890.619150480793,55839.54216112663,0
307,CASH_IN,16300.036857378172,C4941817,4409.65860938984,0.0,C9269012,4750.107786146317,21050.14464352449,0
594,CASH_IN,54.53528063202743,C9262056,6100.868081147579,6046.332800515552,C3408021,234.50945627290878,289.0447369049362,0
723,PAYMENT,2200.1062253046484,C9505193,427.0679206078743,0.0,C5389764,1716.2335832257438,3916.3398085303925,0
662,CASH_IN,739.3870126575948,C9156041,2571.4092572435316,1832.0222445859367,C9471414,24616.19081414306,25355.577826800654,0
549,CASH_OUT,206.41637364099103,C1702959,2277.910987430842,2071.494613789851,C4678388,2101.424319183238,2307.840692824229,0
352,CASH_IN,7096.416101594439,C1554846,21534.361916069847,14437.945814475408,C3837599,208345.45236548726,215441.8684670817,0
312,PAYMENT,24003.667854956133,C6087882,13234.485346503023,0.0,C2047992,90321.5218962691,114325.18975122523,0
59,DEBIT,595.5041601132501,C5944869,10380.903088814932,9785.398928701681,C7155266,3269.692291705104,3865.196451818354,0
643,CASH_IN,1531.9542240579842,C3845886,5312.614133763239,3780.659909705255,C6359080,4766.025258797736,6297.97948285572,0
714,CASH_OUT,1750.4488773669764,C9124294,111613.38383863353,109862.93496126655,C2174732,691176.4925070972,692926.9413844642,0
35,DEBIT,794.5927678316185,C9358027,7758.161230219033,6963.568462387415,C7973834,44107.708066956846,44902.30083478847,0
445,CASH_OUT,1268.0453872095557,C7879551,59101.25751204069,57833.21212483114,C7070001,9325.896811886272,10593.942199095827,0
93,DEBIT,793.5752117396776,C3301818,26354.329863599265,25560.75465185959,C3906806,11747.610649061386,12541.185860801063,0
207,CASH_OUT,3824.826569742248,C5047216,10998.42888891186,7173.602319169611,C7655880,10913.81413785135,14738.640707593599,0
353,CASH_IN,922.5250810723508,C4582248,47987.01670356954,47064.49162249719,C1109969,7832.623670249211,8755.148751321562,0
332,CASH_IN,7003.637399129932,C2518791,4375.681568793772,0.0,C8894793,951.5049653550997,7955.142364485032,0
725,PAYMENT,915.7864348235214,C3362139,1354.0247684101787,438.2383335866573,C3428910,3624.1223186565812,4539.908753480103,0
159,DEBIT,10866.947885606492,C6000570,7638.354829229909,0.0,C7378739,458.48196780366777,11325.42985341016,0
24,PAYMENT,877.1086202058015,C5902334,163555.53169963422,162678.4230794284,C6784786,34531.29165960267,35408.40027980847,0
404,TRANSFER,10011.328329833219,C7402306,12432.250049496039,2420.9217196628197,C8814016,6216.886053185786,16228.214383019005,0
516,CASH_IN,546.1083871796156,C8579236,2954.544745803691,2408.436358624075,C3757560,38214.47054861852,38760.578935798134,0
732,DEBIT,17513.461367671654,C2527572,1600.1537609508932,0.0,C6894214,633.4264456509112,18146.887813322566,0
364,PAYMENT,85.11047073015908,C8130166,386.1897023265434,301.0792315963843,C4021942,139268.43366171274,139353.5441324429,0
382,PAYMENT,2946.3057896869063,C2875436,1571.7268695844637,0.0,C5329078,108599.28590978893,111545.59169947583,0
532,TRANSFER,958.8148779842919,C2382255,14776.834339981382,13818.01946199709,C2898622,347.6315632658256,1306.4464412501175,0
152,PAYMENT,2717.9613052068376,C6189741,5039.412037762071,2321.4507325552336,C7924547,2946.1060974576676,5664.067402664505,0
562,CASH_OUT,278.11158743826735,C4917372,12637.489286554279,12359.377699116012,C3257123,3660.4525010423968,3938.564088480664,0
689,CASH_IN,2019.9057425424776,C6800370,1307.5061011247778,0.0,C3439612,456.7837449533761,2476.6894874958534,0
608,PAYMENT,324.17798249599747,C9833011,63149.71899590726,62825.54101341126,C3743893,4818.721455779666,5142.899438275664,0
617,PAYMENT,1851.3292744196947,C1825640,36495.663861738,34644.334587318306,C6649622,24740.175177053337,26591.504451473033,0
420,TRANSFER,1537.166590492094,C6805973,2632.253906726375,1095.0873162342812,C6477764,3168.907841927537,4706.074432419631,0
250,CASH_OUT,5766.644302139553,C6676670,481.38451903942456,0.0,C1751548,263.54817636714574,6030.1924785066985,0
117,PAYMENT,3400.298928318185,C2363080,13365.708853883483,9965.409925565298,C4619055,37986.123771557664,41386.42269987585,0
512,CASH_IN,127593.51008670787,C6736013,158.7520715866084,0.0,C7852987,1663.3821939850884,129256.89228069296,0
740,CASH_IN,1075.0586413532417,C2155790,583.7362893052682,0.0,C4303840,2053.823631895247,3128.8822732484887,0
578,PAYMENT,2286.4203657009957,C4321738,3614.974510434436,1328.5541447334404,C1499876,233884.99755400376,236171.41791970475,0
335,CASH_OUT,1738638.9235028035,C9084476,1389.8197631736498,0.0,C3771793,17913.47511938736,1756552.3986221908,0
418,CASH_IN,1906.2555282300902,C8518619,107993.85741113444,106087.60188290435,C9261870,1606.608952530432,3512.8644807605224,0
295,CASH_IN,20059.191123260196,C8974488,4192.715500864765,0.0,C6261381,751.2993447080471,20810.490467968244,0
371,CASH_OUT,9443.667810308554,C5151615,21481.855375109324,12038.18756480077,C6706638,55925.80171444206,65369.46952475062,0
186,CASH_OUT,317921.2662132841,C4741247,104.07794799667566,0.0,C8666927,48731.9387995744,366653.2050128585,0
246,PAYMENT,170.49544225511684,C9860997,228.38734772465247,57.89190546953563,C3858399,2941.097019210859,3111.5924614659757,0
637,DEBIT,135.7532047715521,C2941272,2096.8012597150523,1961.0480549435001,C1732474,653.2631466566849,789.0163514282369,0
268,TRANSFER,318.69698377103714,C4126129,12417.257549807136,12098.5605660361,C8520453,17521.75550648018,17840.45249025122,0
643,DEBIT,4211.432870427782,C3102038,638.5249389350947,0.0,C9944632,26578.124619583934,30789.557490011717,0
237,DEBIT,400.69292998731845,C2480464,16739.92188137936,16339.22895139204,C4230981,3844.9651466810897,4245.658076668408,0
530,CASH_IN,41.8091945584457,C8125081,120174.59357945128,120132.78438489283,C3698059,892.1847278462972,933.9939224047429,0
552,CASH_OUT,469.3199489736406,C9993526,1673.6055007195876,1204.285551745947,C8307457,8514.426169453407,8983.746118427047,0
21,CASH_IN,6230.218484789308,C6630525,7919.412334333211,1689.1938495439035,C1368088,20404.253058643873,26634.47154343318,0
737,TRANSFER,489.2183542221534,C6944586,4682.928154405876,4193.709800183722,C5538499,3058.87453405633,3548.0928882784833,0
520,PAYMENT,29284.81115937488,C8728760,3470.7883892159534,0.0,C8286456,13681.316466150656,42966.127625525536,0
100,TRANSFER,313.9489906407125,C7164308,15316.977334871988,15003.028344231276,C1166258,16679.695017312668,16993.64400795338,0
478,CASH_IN,3066.4870194844093,C3751970,8246.17336041082,5179.68634092641,C3479543,80091.73021538944,83158.21723487385,0
599,CASH_IN,1363.963127197652,C6762075,5625.417402826428,4261.454275628776,C9427364,3493.409618622479,4857.372745820131,0
298,CASH_IN,4345.779038326163,C8126357,10752.440840780415,6406.661802454252,C4662053,830.0516418523104,5175.830680178473,0
526,CASH_IN,5311.918231488811,C9876457,45505.52821331196,40193.60998182315,C3743437,7082.347212458017,12394.265443946828,0
334,DEBIT,70996.98503177565,C9803089,27106.268447045622,0.0,C6043718,236807.8029990123,307804.78803078795,0
2,PAYMENT,11845.364962456051,C2851926,242.26046564336914,0.0,C5578233,238.3527795258166,12083.717741981867,0
375,DEBIT,1284.9401253361077,C9691507,1377.8190305936434,92.87890525753573,C8745084,79.35092137929001,1364.2910467153977,0
293,CASH_IN,10155.040685908225,C2845869,26075.14231545158,15920.101629543355,C2040235,6528.4370874544165,16683.47777336264,0
553,CASH_OUT,13366.36300812416,C7660599,1415735.5994708643,1402369.2364627402,C1765255,3795.036824916762,17161.399833040923,0
318,DEBIT,178069.95496386866,C2511469,2186.712256124868,0.0,C5815771,5341.5437893582375,183411.4987532269,0
502,CASH_IN,2177.0662826513462,C5388286,404.7384046442724,0.0,C1736475,4958.4684597086525,7135.534742359999,0
381,CASH_IN,2525.4382575794257,C4400216,771930.0912963443,769404.6530387648,C1153259,60545.71362154103,63071.15187912045,0
623,PAYMENT,41134.34073304965,C6038141,102075.94779480973,60941.607061760085,C8142370,7443.351470769683,48577.69220381933,0
14,TRANSFER,54.759925912325656,C8659730,89510.61963332091,89455.85970740858,C2308699,41738.4815358595,41793.241461771824,0
504,DEBIT,1979.7464039140405,C7769039,10100.632024590723,8120.885620676682,C1367994,57.11077147936549,2036.857175393406,0
231,DEBIT,11952.148683751206,C5952772,7320.131162409594,0.0,C7235802,2812.7658212894976,14764.914505040702,0
84,DEBIT,24207.6904756676,C5843866,6094.26338916078,0.0,C8990520,1586.6935912873093,25794.38406695491,0
130,CASH_IN,35.920100075200494,C8032005,37107.66058134318,37071.74048126798,C4433715,83.98994223342623,119.91004230862673,0
743,PAYMENT,205.09327119870238,C2188216,99162.28570555779,98957.1924343591,C4825641,9964.590729961114,10169.684001159816,0
145,CASH_IN,20.381335535730575,C8985972,11228.411492704417,11208.030157168687,C3525397,6630.132274753078,6650.513610288808,0
